"s.small","s.big","index","stat","p.value","otu","Phylum","Class","Order","Family","Genus","Taxon.assignment"
0,1,2,0.645497224367903,0.0367,"Trichocladium_sp","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","Pezizo.OTU28.1"
1,0,1,0.603022689155527,0.03674,"Pezizo.OTU34.2","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neocosmospora","Neocosmospora_rubicola"
